angle,response
-8.848151736430E1,2.049569137783E-2
-8.834593953134E1,2.087174810015E-2
-8.815881973239E1,2.138538023460E-2
-8.803093412869E1,2.158518411703E-2
-8.769987598197E1,2.198552962354E-2
-8.747216735925E1,2.226908097337E-2
-8.729514020973E1,2.248794276402E-2
-8.716924815464E1,2.265356198985E-2
-8.701153731436E1,2.290218459882E-2
-8.687965408315E1,2.310555590404E-2
-8.662429770699E1,2.344078915946E-2
-8.648377848515E1,2.358610082323E-2
-8.623669967810E1,2.384058446237E-2
-8.602076627955E1,2.412037126133E-2
-8.583855423997E1,2.441315472402E-2
-8.571370506965E1,2.464814464802E-2
-8.556559531879E1,2.497147075551E-2
-8.544526819427E1,2.517362659427E-2
-8.521408427132E1,2.545352339634E-2
-8.501640293190E1,2.560136757615E-2
-8.474242150309E1,2.577214129312E-2
-8.453271705981E1,2.600427230031E-2
-8.439861676014E1,2.622013914399E-2
-8.427376758982E1,2.645512906799E-2
-8.412565783896E1,2.677845517548E-2
-8.400533071444E1,2.698061101424E-2
-8.377414679149E1,2.726050781631E-2
-8.357646545207E1,2.740835199612E-2
-8.330248402326E1,2.757912571309E-2
-8.310192659270E1,2.775799223245E-2
-8.297532777024E1,2.790889602393E-2
-8.284943571515E1,2.807451524976E-2
-8.269172487487E1,2.832313785874E-2
-8.255984164366E1,2.852650916396E-2
-8.241859943426E1,2.871341911490E-2
-8.219740748773E1,2.898195707731E-2
-8.202760430911E1,2.913354299254E-2
-8.188359462728E1,2.922138251296E-2
-8.171957504767E1,2.927157652462E-2
-8.156355038364E1,2.928412502754E-2
-8.140952391020E1,2.928412502754E-2
-8.123258616937E1,2.929439198447E-2
-8.099053129004E1,2.939363923481E-2
-8.079784058654E1,2.956497665242E-2
-8.067124176408E1,2.971588044390E-2
-8.054534970898E1,2.988149966973E-2
-8.038763886870E1,3.013012227871E-2
-8.025575563749E1,3.033349358393E-2
-8.011451342810E1,3.052040353487E-2
-7.989332148157E1,3.078894149728E-2
-7.972351830295E1,3.094052741251E-2
-7.957950862112E1,3.102836693293E-2
-7.941548904151E1,3.107856094459E-2
-7.925946437748E1,3.109110944751E-2
-7.911543962309E1,3.109110944751E-2
-7.897141486870E1,3.109110944751E-2
-7.882739011431E1,3.109110944751E-2
-7.868336535992E1,3.109110944751E-2
-7.853934060553E1,3.109110944751E-2
-7.839531585114E1,3.109110944751E-2
-7.825129109676E1,3.109110944751E-2
-7.810726634237E1,3.109110944751E-2
-7.796324158798E1,3.109110944751E-2
-7.781921683359E1,3.109110944751E-2
-7.766519036015E1,3.109110944751E-2
-7.748825261932E1,3.110137640444E-2
-7.724619773999E1,3.120062365478E-2
-7.705350703649E1,3.137196107239E-2
-7.688830344812E1,3.156633698560E-2
-7.669747618258E1,3.182442172750E-2
-7.656772127645E1,3.195444644816E-2
-7.640355709256E1,3.199460165750E-2
-7.613908306442E1,3.199460165750E-2
-7.575782583933E1,3.237607614616E-2
-7.555669023867E1,3.261987563139E-2
-7.540308573534E1,3.274751183248E-2
-7.525907605351E1,3.283535135290E-2
-7.509505647390E1,3.288554536457E-2
-7.493903180987E1,3.289809386748E-2
-7.479500705548E1,3.289809386748E-2
-7.465098230109E1,3.289809386748E-2
-7.450695754670E1,3.289809386748E-2
-7.436293279232E1,3.289809386748E-2
-7.421890803793E1,3.289809386748E-2
-7.407488328354E1,3.289809386748E-2
-7.393085852915E1,3.289809386748E-2
-7.378683377476E1,3.289809386748E-2
-7.364280902037E1,3.289809386748E-2
-7.349878426598E1,3.289809386748E-2
-7.335475951159E1,3.289809386748E-2
-7.321073475721E1,3.289809386748E-2
-7.305470793995E1,3.289809386748E-2
-7.289067974745E1,3.289809386748E-2
-7.274665499306E1,3.289809386748E-2
-7.259172103416E1,3.290836082441E-2
-7.248165254563E1,3.291616371168E-2
-7.234504974422E1,3.298288313642E-2
-7.204534935987E1,3.321555720170E-2
-7.195741212537E1,3.344403648173E-2
-7.181981620937E1,3.345033204433E-2
-7.168095123665E1,3.358311708045E-2
-7.150358665708E1,3.374511781434E-2
-7.052275419738E1,3.470507828745E-2
-7.035181053056E1,3.470507828745E-2
-7.004250022471E1,3.470507828745E-2
-6.989847547032E1,3.470507828745E-2
-6.975445071593E1,3.470507828745E-2
-6.959842605190E1,3.471762679037E-2
-6.943440647229E1,3.476782080204E-2
-6.929039679046E1,3.485566032245E-2
-6.911339533382E1,3.502449472533E-2
-6.898044351500E1,3.520537569100E-2
-6.882714154420E1,3.547464374813E-2
-6.865030498225E1,3.579942401286E-2
-6.849432207091E1,3.603287954944E-2
-6.834784688896E1,3.618161879729E-2
-6.806995344113E1,3.640853755836E-2
-6.786244199449E1,3.654970821617E-2
-6.770643455624E1,3.666264474242E-2
-6.755283005291E1,3.679028094352E-2
-6.735169445225E1,3.703408042875E-2
-6.697043722717E1,3.741555491741E-2
-6.673039596985E1,3.741555491741E-2
-6.658637121546E1,3.741555491741E-2
-6.644234646108E1,3.741555491741E-2
-6.629060609484E1,3.741555491741E-2
-6.612286513135E1,3.742810342033E-2
-6.592053891043E1,3.759655756554E-2
-6.579520743606E1,3.786494049983E-2
-6.566693752604E1,3.827977706794E-2
-6.556213972126E1,3.868519301667E-2
-6.542327084722E1,3.921629316895E-2
-6.531617662340E1,3.962991396949E-2
-6.498464240307E1,4.085070759079E-2
-6.485880201627E1,4.130594935017E-2
-6.468996894990E1,4.191395792853E-2
-6.450713039783E1,4.253376128480E-2
-6.438422960009E1,4.292397475272E-2
-6.414781638804E1,4.365476610946E-2
-6.392230933603E1,4.435730990323E-2
-6.380238322125E1,4.473441063780E-2
-6.353606477676E1,4.567980588431E-2
-6.333025708484E1,4.646886978798E-2
-6.321822327383E1,4.699272444633E-2
-6.310735954594E1,4.757006422553E-2
-6.297251356011E1,4.837577589331E-2
-6.280123487982E1,4.942104988949E-2
-6.268305936719E1,5.018178250786E-2
-6.253731718007E1,5.107354105278E-2
-6.239531992247E1,5.198876692783E-2
-6.224957773535E1,5.288052547275E-2
-6.210758047775E1,5.379575134780E-2
-6.196183829063E1,5.468750989272E-2
-6.181984103303E1,5.560273576777E-2
-6.167409884591E1,5.649449431269E-2
-6.153210158831E1,5.740972018775E-2
-6.138635940119E1,5.830147873267E-2
-6.127229210310E1,5.902270801198E-2
-6.116186072217E1,5.971346887434E-2
-6.094237267159E1,6.109457992079E-2
-6.081003162121E1,6.202117278387E-2
-6.072622069215E1,6.269622520213E-2
-6.063970048820E1,6.353567115697E-2
-6.057357335080E1,6.422343504571E-2
-6.039826586376E1,6.631601198433E-2
-6.025455117342E1,6.812299640430E-2
-6.011083648309E1,6.992998082427E-2
-5.996712179276E1,7.173696524424E-2
-5.981688148724E1,7.366612645170E-2
-5.971698910359E1,7.516443274309E-2
-5.963392943051E1,7.653782063102E-2
-5.957584529394E1,7.760151497704E-2
-5.952823371535E1,7.855182902358E-2
-5.939438334889E1,8.072386080112E-2
-5.923792139034E1,8.312488959412E-2
-5.919798762717E1,8.385790424937E-2
-5.915643431776E1,8.460986012387E-2
-5.910960628827E1,8.543496806651E-2
-5.904566477948E1,8.657423360889E-2
-5.899261089824E1,8.748664829336E-2
-5.892689504118E1,8.866820392024E-2
-5.884254310109E1,9.000783646068E-2
-5.878907083192E1,9.080592124617E-2
-5.873433531010E1,9.170288823464E-2
-5.869046081541E1,9.247838571488E-2
-5.863537276798E1,9.361003252334E-2
-5.858656691726E1,9.458677740260E-2
-5.854564936401E1,9.548435106919E-2
-5.814773668690E1,1.027903868830E-1
-5.810589849563E1,1.035961018937E-1
-5.804448409244E1,1.047906734061E-1
-5.797689123478E1,1.061368168771E-1
-5.793228666362E1,1.070597461038E-1
-5.785169500189E1,1.086939718618E-1
-5.781448917076E1,1.094602975272E-1
-5.777516461947E1,1.103209879345E-1
-5.773672263554E1,1.110988647413E-1
-5.769471417391E1,1.119091720945E-1
-5.764179187694E1,1.129449939716E-1
-5.758196889298E1,1.140367137254E-1
-5.752614444341E1,1.151158849762E-1
-5.747031999385E1,1.161950562270E-1
-5.741049700989E1,1.172867759807E-1
-5.735467256033E1,1.183659472316E-1
-5.729484957637E1,1.194576669853E-1
-5.723556564341E1,1.205522825474E-1
-5.717673421846E1,1.215938082895E-1
-5.713295986519E1,1.223123824510E-1
-5.707352041514E1,1.233333617432E-1
-5.698221841706E1,1.249676224765E-1
-5.680823310771E1,1.280094717229E-1
-5.669133946724E1,1.300182588852E-1
-5.664325445758E1,1.308880819951E-1
-5.657689625282E1,1.321065579251E-1
-5.652107180326E1,1.331857291759E-1
-5.646524735370E1,1.342649004267E-1
-5.640542436974E1,1.353566201805E-1
-5.634959992018E1,1.364357914313E-1
-5.628977693622E1,1.375275111850E-1
-5.623395248665E1,1.386066824358E-1
-5.617812803709E1,1.396858536866E-1
-5.611830505313E1,1.407775734404E-1
-5.606064108893E1,1.418972860083E-1
-5.599026053563E1,1.432917383949E-1
-5.594679312011E1,1.441977644372E-1
-5.590401956815E1,1.451570009582E-1
-5.583846319832E1,1.466427437035E-1
-5.577723705706E1,1.480353993727E-1
-5.572797344885E1,1.490835541340E-1
-5.567896350214E1,1.501222263766E-1
-5.564156800048E1,1.509481350542E-1
-5.555149891375E1,1.529671891734E-1
-5.549027277248E1,1.543598448426E-1
-5.544100916427E1,1.554079996039E-1
-5.539199921756E1,1.564466718465E-1
-5.535460371590E1,1.572725805241E-1
-5.526453462917E1,1.592916346433E-1
-5.520330848790E1,1.606842903125E-1
-5.515404487969E1,1.617324450738E-1
-5.510503493298E1,1.627711173164E-1
-5.506763943132E1,1.635970259940E-1
-5.497757034459E1,1.656160801132E-1
-5.491884844037E1,1.669779349116E-1
-5.486474434298E1,1.680604632943E-1
-5.482398610392E1,1.688291813236E-1
-5.477106380695E1,1.698650032007E-1
-5.471124082299E1,1.709567229545E-1
-5.465541637343E1,1.720358942053E-1
-5.459959192387E1,1.731150654561E-1
-5.453976893991E1,1.742067852098E-1
-5.448210497570E1,1.753264977778E-1
-5.441172442241E1,1.767209501644E-1
-5.436670271142E1,1.776483327934E-1
-5.430839854444E1,1.788770346249E-1
-5.424403701140E1,1.802231780959E-1
-5.420163722361E1,1.810751186490E-1
-5.415913324673E1,1.819044932080E-1
-5.411976401411E1,1.827803330806E-1
-5.410461986179E1,1.829938553642E-1
-5.406424558055E1,1.838200792168E-1
-5.400479164776E1,1.851852259601E-1
-5.396278318613E1,1.859955333134E-1
-5.393304542006E1,1.864940511110E-1
-5.384455256406E1,1.881881984568E-1
-5.380268884187E1,1.889833230826E-1
-5.374513732880E1,1.900503043592E-1
-5.373850809886E1,1.901276412465E-1
-5.367514971911E1,1.913712066607E-1
-5.361782781916E1,1.924219024625E-1
-5.352467479801E1,1.942472527705E-1
-5.350573658051E1,1.946340321421E-1
-5.310390731474E1,2.022628304672E-1
-5.307345239839E1,2.030298812925E-1
-5.297394430021E1,2.052779209220E-1
-5.292499968842E1,2.063133847719E-1
-5.289491139729E1,2.069946544030E-1
-5.287175409486E1,2.073727065727E-1
-5.285646941336E1,2.077725312097E-1
-5.282349642192E1,2.083212973416E-1
-5.274006723560E1,2.099233380909E-1
-5.270171567080E1,2.107103801938E-1
-5.268236961155E1,2.110441703714E-1
-5.259006677167E1,2.128687226955E-1
-5.253822284774E1,2.138303943281E-1
-5.248492362313E1,2.147626274361E-1
-5.243776917714E1,2.156317757976E-1
-5.241209621106E1,2.160951546531E-1
-5.239558725320E1,2.164505890134E-1
-5.235109769876E1,2.173780520815E-1
-5.231340337159E1,2.182464318838E-1
-5.228702114398E1,2.187351478089E-1
-5.220136536105E1,2.208273254770E-1
-5.216186470187E1,2.216811815259E-1
-5.209630354183E1,2.229934340102E-1
-5.203898164188E1,2.240441298121E-1
-5.200838568861E1,2.246364103745E-1
-5.196506331032E1,2.254855111133E-1
-5.192057375588E1,2.264129741814E-1
-5.188287942871E1,2.272813539837E-1
-5.183522226568E1,2.284073922005E-1
-5.178274529718E1,2.296887323832E-1
-5.150221858823E1,2.293047626701E-1
-5.147593612047E1,2.304073443329E-1
-5.145053693397E1,2.314941904468E-1
-5.143145024734E1,2.323033191078E-1
-5.140719899357E1,2.333393907620E-1
-5.137437418717E1,2.348048836683E-1
-5.133905432079E1,2.363028950357E-1
-5.129989586042E1,2.379165428786E-1
-5.127749358730E1,2.388208705884E-1
-5.125182597882E1,2.399187306378E-1
-5.122560996522E1,2.408636846183E-1
-5.119914393584E1,2.417159210202E-1
-5.116616251871E1,2.426521117330E-1
-5.110432011008E1,2.441706736398E-1
-5.107184962745E1,2.449173709895E-1
-5.101739956031E1,2.461102083599E-1
-5.096318836875E1,2.472513574313E-1
-5.092300527084E1,2.480993685856E-1
-5.086990126635E1,2.492358812296E-1
-5.081542547798E1,2.505443478519E-1
-5.079998453753E1,2.507980842847E-1
-5.076191250311E1,2.516350979486E-1
-5.070642543026E1,2.527516295149E-1
-5.065406636804E1,2.538763936596E-1
-5.060331847974E1,2.549545812549E-1
-5.056027118177E1,2.557293892570E-1
-5.054836910071E1,2.561327139360E-1
-5.051093407273E1,2.569728362063E-1
-5.045680703416E1,2.583911929059E-1
-5.043698928213E1,2.588727892375E-1
-5.040828537612E1,2.597795896892E-1
-5.037590795488E1,2.607914553335E-1
-5.035158461389E1,2.618455295785E-1
-5.033045105689E1,2.628368613089E-1
-5.030900237576E1,2.637403535188E-1
-5.028995410721E1,2.646438457288E-1
-5.027030573551E1,2.655473379388E-1
-5.025245767323E1,2.664508301488E-1
-5.023340940468E1,2.673543223588E-1
-5.021132140099E1,2.685288622318E-1
-5.019224579035E1,2.695019986329E-1
-5.017340848543E1,2.705970603859E-1
-5.008095079183E1,2.661491181178E-1
-5.004352602421E1,2.669688727150E-1
-4.997527219002E1,2.687347128379E-1
-4.994137159759E1,2.695786892912E-1
-4.989746930977E1,2.705509086863E-1
-4.986646492008E1,2.713634449345E-1
-4.982897136101E1,2.723801218829E-1
-4.979796697132E1,2.731926581311E-1
-4.975528912182E1,2.741267493828E-1
-4.968344827989E1,2.760441167526E-1
-4.964160442944E1,2.771708870699E-1
-4.960585876357E1,2.780552852114E-1
-4.956814002475E1,2.791312203918E-1
-4.950093896290E1,2.811013974326E-1
-4.945883543510E1,2.821298042853E-1
-4.939526233338E1,2.840160314774E-1
-4.935906206765E1,2.850072666808E-1
-4.932256745639E1,2.858972451185E-1
-4.926230651102E1,2.873333499789E-1
-4.922844350564E1,2.881657862912E-1
-4.917700372202E1,2.893631416240E-1
-4.913553212590E1,2.905770381652E-1
-4.913081585879E1,2.906459123346E-1
-4.909783385667E1,2.917376606077E-1
-4.906608201120E1,2.927496061061E-1
-4.903942435081E1,2.935953809065E-1
-4.900906414681E1,2.945466144662E-1
-4.869198480752E1,3.019262464348E-1
-4.864916127469E1,3.028211067958E-1
-4.861237467992E1,3.035719635794E-1
-4.857561398907E1,3.043324789076E-1
-4.853947210550E1,3.051313459375E-1
-4.849631864677E1,3.060817239174E-1
-4.844278260166E1,3.071704980323E-1
-4.840766035989E1,3.081017558421E-1
-4.836690212083E1,3.088704738714E-1
-4.828869955486E1,3.102409224930E-1
-4.825415683990E1,3.109980155023E-1
-4.823293505297E1,3.113161961027E-1
-4.817924927270E1,3.123271805730E-1
-4.813491045890E1,3.131786469531E-1
-4.809158808061E1,3.140277476919E-1
-4.804709852617E1,3.149552107600E-1
-4.800940419899E1,3.158235905623E-1
-4.794640276031E1,3.174027713908E-1
-4.789736618845E1,3.184044841555E-1
-4.785786552928E1,3.192583402043E-1
-4.783357675870E1,3.198471545719E-1
-4.779230436923E1,3.205705926886E-1
-4.773498246928E1,3.216212884905E-1
-4.766106413773E1,3.230626697917E-1
-4.761657458328E1,3.239901328598E-1
-4.757888025611E1,3.248585126621E-1
-4.751587881743E1,3.264376934907E-1
-4.746484653947E1,3.274664338001E-1
-4.741875704839E1,3.284481786497E-1
-4.740538906795E1,3.288785039212E-1
-4.737409985315E1,3.293871152616E-1
-4.732961029871E1,3.303145783297E-1
-4.729191597153E1,3.311829581320E-1
-4.722891453285E1,3.327621389606E-1
-4.717880549049E1,3.337908792700E-1
-4.713549619755E1,3.347726241196E-1
-4.708527019761E1,3.358782017580E-1
-4.704848529868E1,3.366482582108E-1
-4.699688788087E1,3.377864249756E-1
-4.694598841297E1,3.390308144207E-1
-4.690438716227E1,3.400241594274E-1
-4.688861470873E1,3.406814991512E-1
-4.686488513876E1,3.410261196520E-1
-4.679854562200E1,3.427005532704E-1
-4.674843657964E1,3.437292935798E-1
-4.670512728670E1,3.447110384295E-1
-4.665490128676E1,3.458166160679E-1
-4.661897367803E1,3.465866725206E-1
-4.657024788266E1,3.477248392855E-1
-4.652177143718E1,3.489692287306E-1
-4.649067961398E1,3.497247488939E-1
-4.642430780327E1,3.512994894829E-1
-4.637221487584E1,3.525831975705E-1
-4.633061362514E1,3.535765425772E-1
-4.631484117160E1,3.542338823010E-1
-4.629111160163E1,3.545785028018E-1
-4.622477208487E1,3.562529364202E-1
-4.617466304251E1,3.572816767296E-1
-4.613135374957E1,3.582634215793E-1
-4.608112774963E1,3.593689992177E-1
-4.604434285069E1,3.601390556704E-1
-4.599274543289E1,3.612772224353E-1
-4.594184596498E1,3.625216118804E-1
-4.590809963426E1,3.633136192291E-1
-4.587656330424E1,3.640979846523E-1
-4.584247240706E1,3.648883598181E-1
-4.580285888213E1,3.658938502964E-1
-4.577086707154E1,3.667015044123E-1
-4.573449155257E1,3.676585878810E-1
-4.571875572080E1,3.682009364335E-1
-4.568695352879E1,3.688547222106E-1
-4.566145424442E1,3.695542734601E-1
-4.562045841263E1,3.705027881776E-1
-4.560088950538E1,3.708340598794E-1
-4.555758021244E1,3.718158047291E-1
-4.550735421250E1,3.729213823675E-1
-4.547056931356E1,3.736914388202E-1
-4.541897189576E1,3.748296055851E-1
-4.536807242786E1,3.760739950301E-1
-4.532895955867E1,3.772987546135E-1
-4.532647117716E1,3.770673400368E-1
-4.528696915365E1,3.780693002615E-1
-4.522062963688E1,3.797437338799E-1
-4.517052059453E1,3.807724741892E-1
-4.512721130158E1,3.817542190389E-1
-4.507698530165E1,3.828597966773E-1
-4.504020040271E1,3.836298531300E-1
-4.498860298491E1,3.847680198949E-1
-4.493770351700E1,3.860124093400E-1
-4.490395718628E1,3.868044166887E-1
-4.487242085625E1,3.875887821120E-1
-4.483832995908E1,3.883791572778E-1
-4.479871643415E1,3.893846477560E-1
-4.476672462356E1,3.901923018719E-1
-4.472714577862E1,3.912027509519E-1
-4.469492533281E1,3.919931261177E-1
-4.466752100785E1,3.924879934418E-1
-4.464967768525E1,3.931326179343E-1
-4.461845622596E1,3.939492665368E-1
-4.458494376391E1,3.947351076384E-1
-4.425495526551E1,4.023589120163E-1
-4.420511791901E1,4.035461579275E-1
-4.416004398705E1,4.044926735761E-1
-4.411692415215E1,4.054421878279E-1
-4.408007418412E1,4.062097813810E-1
-4.403797039206E1,4.073956149066E-1
-4.399050789025E1,4.084495788351E-1
-4.391672254396E1,4.099229594455E-1
-4.388629906619E1,4.106675198308E-1
-4.385167464787E1,4.116872029040E-1
-4.382032735995E1,4.122704187088E-1
-4.378611827805E1,4.131729456493E-1
-4.373600923569E1,4.142016859587E-1
-4.369269994275E1,4.151834308084E-1
-4.364247394281E1,4.162890084468E-1
-4.360568904387E1,4.170590648995E-1
-4.355409162607E1,4.181972316644E-1
-4.350319215817E1,4.194416211095E-1
-4.346159090747E1,4.204349661162E-1
-4.344581845393E1,4.210923058399E-1
-4.342208888396E1,4.214369263408E-1
-4.335574936719E1,4.231113599592E-1
-4.330564032484E1,4.241401002685E-1
-4.326233103189E1,4.251218451182E-1
-4.321210503196E1,4.262274227566E-1
-4.317532013302E1,4.269974792093E-1
-4.312372271522E1,4.281356459742E-1
-4.307282324731E1,4.293800354193E-1
-4.303907691659E1,4.301720427680E-1
-4.300754058656E1,4.309564081913E-1
-4.297344968939E1,4.317467833571E-1
-4.293383616446E1,4.327522738354E-1
-4.290184435387E1,4.335599279512E-1
-4.286546883489E1,4.345170114199E-1
-4.284973300313E1,4.350593599724E-1
-4.281793081111E1,4.357131457496E-1
-4.279243152675E1,4.364126969991E-1
-4.275143569495E1,4.373612117165E-1
-4.273094355210E1,4.376924834183E-1
-4.268485406103E1,4.386742282680E-1
-4.264019686578E1,4.396131648799E-1
-4.259373491210E1,4.405753776484E-1
-4.254029904680E1,4.417645749918E-1
-4.250237606664E1,4.427207321570E-1
-4.247147544302E1,4.434983422611E-1
-4.243509992404E1,4.444554257298E-1
-4.241936409228E1,4.449977742823E-1
-4.238756190026E1,4.456515600594E-1
-4.236206261589E1,4.463511113089E-1
-4.232106678410E1,4.472996260264E-1
-4.230057464125E1,4.476308977282E-1
-4.225448515018E1,4.486126425779E-1
-4.220982795493E1,4.495515791897E-1
-4.216336600125E1,4.505137919582E-1
-4.210993013595E1,4.517029893016E-1
-4.207200715578E1,4.526591464668E-1
-4.204110653216E1,4.534367565709E-1
-4.200473101319E1,4.543938400396E-1
-4.198899518142E1,4.549361885921E-1
-4.195719298941E1,4.555899743692E-1
-4.193169370504E1,4.562895256188E-1
-4.189069787325E1,4.572380403362E-1
-4.187112896600E1,4.575693120380E-1
-4.182781967306E1,4.585510568877E-1
-4.177759367312E1,4.596566345261E-1
-4.174080877418E1,4.604266909788E-1
-4.168921135638E1,4.615648577437E-1
-4.163831188847E1,4.628092471888E-1
-4.160456555775E1,4.636012545375E-1
-4.157302922773E1,4.643856199607E-1
-4.153893833055E1,4.651759951266E-1
-4.149932480562E1,4.661814856048E-1
-4.146733299503E1,4.669891397207E-1
-4.143095747606E1,4.679462231894E-1
-4.141522164429E1,4.684885717419E-1
-4.138341945228E1,4.691423575190E-1
-4.135792016791E1,4.698419087686E-1
-4.131692433612E1,4.707904234860E-1
-4.129643219327E1,4.711216951878E-1
-4.125034270219E1,4.721034400375E-1
-4.120568550695E1,4.730423766494E-1
-4.115922355327E1,4.740045894179E-1
-4.110578768796E1,4.751937867613E-1
-4.106786470780E1,4.761499439265E-1
-4.103696408418E1,4.769275540305E-1
-4.100058856520E1,4.778846374992E-1
-4.098485273344E1,4.784269860518E-1
-4.095305054142E1,4.790807718289E-1
-4.092755125706E1,4.797803230784E-1
-4.088655542526E1,4.807288377958E-1
-4.086698651802E1,4.810601094976E-1
-4.082367722507E1,4.820418543473E-1
-4.077345122514E1,4.831474319857E-1
-4.073666632620E1,4.839174884384E-1
-4.068506890840E1,4.850556552033E-1
-4.063416944049E1,4.863000446484E-1
-4.060042310977E1,4.870920519971E-1
-4.056888677974E1,4.878764174204E-1
-4.053479588257E1,4.886667925862E-1
-4.049518235764E1,4.896722830645E-1
-4.046319054705E1,4.904799371803E-1
-4.042361170211E1,4.914903862603E-1
-4.039139125630E1,4.922807614261E-1
-4.034963089849E1,4.933014607484E-1
-4.031566413600E1,4.941218712553E-1
-3.994396048922E1,5.027641392912E-1
-3.990640371668E1,5.036874320610E-1
-3.987060912834E1,5.044916335626E-1
-3.986493626272E1,5.048416175978E-1
-3.982828237008E1,5.055261625637E-1
-3.978676446989E1,5.066291759700E-1
-3.974664896359E1,5.077447378793E-1
-3.969791244330E1,5.089584062659E-1
-3.969245747461E1,5.091879172560E-1
-3.963447065693E1,5.104664755684E-1
-3.959677619897E1,5.114024158752E-1
-3.959178083866E1,5.117733601516E-1
-3.953080846662E1,5.130610822558E-1
-3.949119494169E1,5.140665727341E-1
-3.945920313110E1,5.148742268499E-1
-3.941962428616E1,5.158846759299E-1
-3.938740384034E1,5.166750510957E-1
-3.934779031541E1,5.176805415740E-1
-3.931579850482E1,5.184881956899E-1
-3.927621965988E1,5.194986447699E-1
-3.924399921407E1,5.202890199357E-1
-3.920438568914E1,5.212945104140E-1
-3.917239387855E1,5.221021645298E-1
-3.913281503361E1,5.231126136098E-1
-3.910059458779E1,5.239029887756E-1
-3.906098106286E1,5.249084792539E-1
-3.902898925227E1,5.257161333698E-1
-3.898941040733E1,5.267265824498E-1
-3.895718996152E1,5.275169576156E-1
-3.891757643658E1,5.285224480939E-1
-3.888558462600E1,5.293301022097E-1
-3.884600578106E1,5.303405512897E-1
-3.881378533524E1,5.311309264555E-1
-3.877417181031E1,5.321364169338E-1
-3.874217999972E1,5.329440710497E-1
-3.870260115478E1,5.339545201297E-1
-3.867038070897E1,5.347448952955E-1
-3.863076718403E1,5.357503857737E-1
-3.859877537345E1,5.365580398896E-1
-3.855919652851E1,5.375684889696E-1
-3.852697608269E1,5.383588641354E-1
-3.848736255776E1,5.393643546137E-1
-3.845537074717E1,5.401720087295E-1
-3.841731806721E1,5.411824578095E-1
-3.838730036905E1,5.419728329754E-1
-3.834934087466E1,5.429783234536E-1
-3.832021232250E1,5.437547028391E-1
-3.831365017186E1,5.443095309468E-1
-3.825195760185E1,5.455503146299E-1
-3.820228769685E1,5.468340227175E-1
-3.817119587365E1,5.475895428808E-1
-3.810855297558E1,5.491642834698E-1
-3.805888307057E1,5.504479915574E-1
-3.802779124738E1,5.512035117207E-1
-3.796514834930E1,5.527782523098E-1
-3.791547844430E1,5.540619603973E-1
-3.788438662110E1,5.548174805606E-1
-3.782174372303E1,5.563922211497E-1
-3.777207381802E1,5.576759292373E-1
-3.774098199483E1,5.584314494006E-1
-3.767461018411E1,5.600061899897E-1
-3.762251725669E1,5.612898980772E-1
-3.758091600599E1,5.622832430839E-1
-3.756514355245E1,5.629405828077E-1
-3.754141398248E1,5.632852033085E-1
-3.747507446571E1,5.649596369269E-1
-3.742404218775E1,5.659883772363E-1
-3.737795269668E1,5.669701220860E-1
-3.736458471623E1,5.674004473575E-1
-3.733329550143E1,5.679090586979E-1
-3.728880594699E1,5.688365217660E-1
-3.725111161982E1,5.697049015683E-1
-3.718811018113E1,5.712840823968E-1
-3.713800113878E1,5.723128227062E-1
-3.709469184583E1,5.732945675559E-1
-3.704446584590E1,5.744001451943E-1
-3.697466876935E1,5.759374919968E-1
-3.691670087612E1,5.775098773284E-1
-3.686611124200E1,5.786073886989E-1
-3.685512846654E1,5.786372681761E-1
-3.680922781911E1,5.796190130258E-1
-3.675750156132E1,5.807245906642E-1
-3.672071666238E1,5.814946471169E-1
-3.666911924458E1,5.826328138818E-1
-3.661821977667E1,5.838772033269E-1
-3.657661852598E1,5.848705483336E-1
-3.656084607244E1,5.855278880573E-1
-3.653711650247E1,5.858725085582E-1
-3.647077698570E1,5.875469421766E-1
-3.641974470774E1,5.885756824860E-1
-3.637365521667E1,5.895574273356E-1
